customerid,domestic,recency_score,frequency_score,monetary_score,cust_matrix
17594,True,1,2,2,lost_cust
547397,True,1,2,2,lost_cust
12652,False,1,1,2,lost_cust
13708,True,1,1,1,lost_cust
15841,True,1,3,2,lost_cust
13376,True,1,2,2,lost_cust
16494,True,1,1,2,lost_cust
15835,True,2,3,2,problem_cust
14655,True,3,3,3,star_cust
17552,True,1,3,2,lost_cust
552660,True,1,2,2,lost_cust
17324,True,3,3,2,star_cust
13492,False,1,2,3,lost_cust
12851,True,1,1,1,lost_cust
17624,True,3,2,2,star_cust
17653,True,2,3,3,problem_cust
17002,True,1,3,3,lost_cust
12913,True,3,3,3,star_cust
548166,True,1,2,2,lost_cust
12640,False,2,2,2,problem_cust
558682,True,1,2,2,lost_cust
14152,True,1,2,2,lost_cust
14488,True,1,1,2,lost_cust
12372,False,1,2,3,lost_cust
12680,False,3,3,2,star_cust
18110,True,3,1,1,new_cust
15978,True,1,1,3,lost_cust
15095,True,1,3,3,lost_cust
13563,True,1,2,2,lost_cust
14875,True,1,2,3,lost_cust
545715,True,1,1,2,lost_cust
552668,True,1,2,2,lost_cust
557494,True,1,2,2,lost_cust
13656,True,1,2,2,lost_cust
18248,True,1,2,2,lost_cust
12724,False,3,3,2,star_cust
560298,True,1,2,2,lost_cust
554293,True,1,2,2,lost_cust
12465,False,3,2,2,star_cust
17527,True,1,3,2,lost_cust
15076,True,1,1,2,lost_cust
15322,True,1,1,2,lost_cust
15325,True,1,1,1,lost_cust
12878,True,1,2,2,lost_cust
13940,True,3,3,2,star_cust
15883,True,3,2,2,star_cust
12541,False,2,2,2,problem_cust
15815,True,1,3,3,lost_cust
17819,True,1,3,3,lost_cust
16774,True,1,3,2,lost_cust
15626,True,1,2,2,lost_cust
13066,True,2,2,2,problem_cust
16108,True,1,1,2,lost_cust
550123,True,1,2,1,lost_cust
12849,True,2,2,2,problem_cust
16933,True,3,2,2,star_cust
17564,True,2,3,2,problem_cust
550207,True,1,2,2,lost_cust
18236,True,2,3,2,problem_cust
14157,True,3,2,2,star_cust
554958,True,1,2,2,lost_cust
13707,True,1,2,2,lost_cust
17739,True,3,3,3,star_cust
15618,True,2,3,2,problem_cust
17984,True,1,1,1,lost_cust
546653,True,1,1,2,lost_cust
14818,True,1,3,2,lost_cust
13037,True,1,2,2,lost_cust
564087,False,1,2,3,lost_cust
16103,True,3,3,3,star_cust
15415,True,1,1,2,lost_cust
545317,True,1,1,2,lost_cust
17967,True,1,1,1,lost_cust
559802,True,1,2,2,lost_cust
544207,True,1,1,2,lost_cust
544202,True,1,1,2,lost_cust
15028,True,3,3,2,star_cust
16624,True,1,2,2,lost_cust
14550,True,3,2,2,star_cust
560779,True,1,2,2,lost_cust
543451,True,1,1,2,lost_cust
17432,True,3,2,2,star_cust
15270,True,3,3,3,star_cust
17223,True,1,2,2,lost_cust
12545,False,1,2,2,lost_cust
13171,True,3,2,2,star_cust
15807,True,2,3,2,problem_cust
15312,True,1,3,2,lost_cust
14862,True,2,2,2,problem_cust
561080,True,1,2,1,lost_cust
17144,True,3,2,2,star_cust
17048,True,1,3,2,lost_cust
15079,True,1,3,2,lost_cust
544771,True,1,1,2,lost_cust
15656,True,2,3,2,problem_cust
12822,True,1,2,2,lost_cust
548167,True,1,2,2,lost_cust
16833,True,3,3,3,star_cust
559488,True,1,2,2,lost_cust
14805,True,3,3,2,star_cust
541810,True,1,1,2,lost_cust
14002,True,1,2,2,lost_cust
17227,True,3,3,2,star_cust
17229,True,1,2,1,lost_cust
15255,True,1,1,2,lost_cust
17874,True,1,3,2,lost_cust
539735,True,1,1,2,lost_cust
14475,True,1,3,2,lost_cust
565286,True,1,2,2,lost_cust
538881,True,1,1,2,lost_cust
14485,True,2,1,1,lost_cust
13941,True,3,3,3,star_cust
16229,True,1,2,2,lost_cust
16235,True,2,3,2,problem_cust
13396,True,2,2,3,problem_cust
552684,True,1,2,2,lost_cust
15274,True,3,2,2,new_cust
18045,True,2,1,1,lost_cust
13028,True,3,2,2,star_cust
14352,True,1,3,2,lost_cust
13016,True,1,2,2,lost_cust
18127,True,3,3,2,star_cust
558810,True,1,2,2,lost_cust
14138,True,3,2,2,star_cust
547399,True,1,2,2,lost_cust
545025,True,1,1,2,lost_cust
552672,True,1,2,2,lost_cust
12939,True,1,3,3,lost_cust
17385,True,3,1,1,new_cust
14289,True,3,3,2,star_cust
14880,True,1,3,2,lost_cust
16343,True,3,2,2,new_cust
12857,True,1,2,2,lost_cust
14790,True,3,3,2,star_cust
14379,True,2,2,2,problem_cust
13824,True,2,3,3,problem_cust
544770,True,1,1,2,lost_cust
18265,True,1,2,2,lost_cust
17521,True,2,3,2,problem_cust
13200,True,3,3,2,star_cust
536864,True,1,1,2,lost_cust
17692,True,1,3,2,lost_cust
13431,True,1,2,3,lost_cust
16020,True,3,2,2,star_cust
15507,True,1,1,2,lost_cust
13131,True,3,2,2,star_cust
16573,True,1,2,2,lost_cust
18015,True,3,1,1,new_cust
559493,True,1,2,2,lost_cust
15478,True,2,2,3,problem_cust
13278,True,2,1,2,lost_cust
17561,True,3,1,1,new_cust
13140,True,1,2,2,lost_cust
16184,True,1,3,3,lost_cust
16727,True,1,1,1,lost_cust
16209,True,1,3,3,lost_cust
558864,False,1,2,2,lost_cust
544772,True,1,1,2,lost_cust
541878,True,1,1,2,lost_cust
18061,True,3,3,3,star_cust
13939,True,3,3,2,star_cust
14141,True,3,3,2,star_cust
14128,True,1,2,2,lost_cust
17795,True,1,2,1,lost_cust
553175,True,1,2,1,lost_cust
551010,True,1,2,2,lost_cust
553535,False,1,2,3,lost_cust
552674,True,1,2,2,lost_cust
13575,True,3,3,2,star_cust
552683,True,1,2,2,lost_cust
14076,True,1,1,1,lost_cust
545717,True,1,1,2,lost_cust
18192,True,1,1,2,lost_cust
12815,False,1,2,2,lost_cust
17724,True,1,3,2,lost_cust
541130,True,1,1,2,lost_cust
17660,True,1,1,1,lost_cust
550206,True,1,2,2,lost_cust
12925,True,3,2,2,star_cust
12794,False,2,2,2,problem_cust
15437,True,1,1,1,lost_cust
16747,True,2,2,2,problem_cust
17357,True,2,2,2,problem_cust
14731,True,2,3,2,problem_cust
14918,True,1,2,3,lost_cust
12646,False,3,2,3,star_cust
554960,True,1,2,2,lost_cust
16718,True,1,1,2,lost_cust
14412,True,2,2,2,problem_cust
565928,False,1,2,2,lost_cust
12764,False,1,1,3,lost_cust
17286,True,3,1,1,new_cust
14829,True,2,3,2,problem_cust
13499,True,3,3,3,star_cust
15480,False,1,1,2,lost_cust
546649,True,1,1,2,lost_cust
16411,True,3,2,1,star_cust
15866,True,1,1,1,lost_cust
16392,True,1,1,1,lost_cust
558118,True,1,2,2,lost_cust
16333,True,3,3,3,star_cust
15757,True,1,2,2,lost_cust
16539,True,3,3,3,star_cust
559491,True,1,2,2,lost_cust
16893,True,1,1,1,lost_cust
17873,True,1,3,3,lost_cust
13790,True,3,1,1,new_cust
15576,True,2,1,2,lost_cust
15116,True,3,3,3,star_cust
13925,True,1,3,2,lost_cust
546976,True,1,2,2,lost_cust
547398,True,1,2,2,lost_cust
14676,True,2,3,3,problem_cust
15252,True,2,2,2,problem_cust
12778,False,3,3,2,star_cust
16681,True,1,3,3,lost_cust
14198,True,3,3,2,star_cust
17004,True,2,2,3,problem_cust
13370,True,1,1,2,lost_cust
17006,True,3,3,2,star_cust
552678,True,1,2,2,lost_cust
13617,True,2,2,2,problem_cust
16268,True,1,1,2,lost_cust
16306,True,1,3,2,lost_cust
14204,True,3,1,1,new_cust
560291,True,1,2,2,lost_cust
15782,True,3,3,3,star_cust
13568,True,1,1,1,lost_cust
14127,True,1,3,2,lost_cust
12642,False,2,2,2,problem_cust
557493,True,1,2,2,lost_cust
15366,True,1,2,2,lost_cust
17580,True,1,3,1,lost_cust
14009,True,1,2,2,lost_cust
16214,True,1,3,2,lost_cust
16309,True,1,2,2,lost_cust
14803,True,1,3,2,lost_cust
543461,True,1,1,2,lost_cust
18183,True,1,2,2,lost_cust
16902,True,1,1,3,lost_cust
14923,True,2,1,2,lost_cust
15582,True,2,3,2,problem_cust
18181,True,2,1,2,lost_cust
16897,True,1,2,1,lost_cust
13516,True,3,2,3,star_cust
17431,True,1,1,1,lost_cust
15384,True,1,2,2,lost_cust
18212,True,1,1,1,lost_cust
17937,True,3,3,3,star_cust
13730,True,1,2,2,lost_cust
558809,True,1,2,2,lost_cust
17425,True,3,2,2,star_cust
14177,True,1,3,2,lost_cust
15809,True,2,3,2,problem_cust
548165,True,1,2,2,lost_cust
15215,True,2,3,2,problem_cust
545714,True,1,1,2,lost_cust
15980,True,1,3,3,lost_cust
544468,False,1,1,2,lost_cust
15208,True,3,3,2,star_cust
13900,True,1,3,2,lost_cust
13720,True,1,3,2,lost_cust
17051,True,1,1,1,lost_cust
541131,True,1,1,2,lost_cust
13040,True,3,2,2,star_cust
17664,True,3,2,2,star_cust
552667,True,1,2,2,lost_cust
552663,True,1,2,2,lost_cust
17551,True,1,1,1,lost_cust
17734,True,1,3,2,lost_cust
13233,True,1,2,2,lost_cust
15611,True,3,3,3,star_cust
14470,True,3,2,2,star_cust
16723,True,1,2,2,lost_cust
12653,False,1,2,3,lost_cust
17115,True,3,3,2,star_cust
17806,True,3,1,2,new_cust
13173,True,3,2,1,star_cust
18144,True,3,3,3,star_cust
13606,True,2,2,1,problem_cust
16759,True,3,3,2,star_cust
17411,True,3,3,2,star_cust
12453,False,1,1,2,lost_cust
14229,True,2,3,3,problem_cust
16449,True,1,2,2,lost_cust
14896,True,1,2,2,lost_cust
13509,True,3,3,2,star_cust
539744,True,1,1,2,lost_cust
15951,True,3,2,2,star_cust
14075,True,3,3,2,star_cust
16212,True,3,2,2,star_cust
14077,True,2,3,2,problem_cust
15074,True,1,1,2,lost_cust
17550,True,1,2,1,lost_cust
18259,True,2,3,3,problem_cust
14958,True,1,3,2,lost_cust
17101,True,3,3,3,star_cust
14240,True,2,2,2,problem_cust
13291,True,1,1,2,lost_cust
13743,True,3,3,3,star_cust
557643,True,1,2,2,lost_cust
12883,True,2,3,2,problem_cust
556081,True,1,2,2,lost_cust
15957,True,2,1,2,lost_cust
12728,False,1,3,2,lost_cust
12617,False,2,1,2,lost_cust
13165,True,2,2,2,problem_cust
555324,True,1,2,2,lost_cust
15795,True,1,1,2,lost_cust
13166,True,1,1,2,lost_cust
16485,True,1,1,2,lost_cust
15275,True,2,1,2,lost_cust
18167,True,3,3,3,star_cust
580366,True,3,2,1,new_cust
18211,True,2,3,2,problem_cust
17429,True,1,3,2,lost_cust
13356,True,1,1,2,lost_cust
16950,True,1,3,2,lost_cust
13026,True,3,3,2,star_cust
550211,True,1,2,1,lost_cust
13341,True,1,1,2,lost_cust
16969,True,2,3,2,problem_cust
13726,True,2,2,2,problem_cust
14320,True,1,2,2,lost_cust
552671,True,1,2,2,lost_cust
16518,True,1,2,2,lost_cust
14193,True,1,2,2,lost_cust
14362,True,3,1,1,new_cust
14984,True,3,2,1,star_cust
13598,True,2,1,1,lost_cust
547551,True,1,2,2,lost_cust
16971,True,2,1,2,lost_cust
16996,True,2,3,3,problem_cust
14357,True,2,1,1,lost_cust
13350,True,3,2,2,star_cust
13464,True,1,1,2,lost_cust
552665,True,1,2,1,lost_cust
16330,True,3,3,1,star_cust
552681,True,1,2,2,lost_cust
12673,False,3,2,2,star_cust
543172,True,1,1,2,lost_cust
15812,True,1,3,3,lost_cust
13989,True,1,2,3,lost_cust
15167,True,1,1,1,lost_cust
14754,True,2,2,2,problem_cust
12735,False,1,2,2,lost_cust
15297,True,3,3,2,star_cust
15830,True,2,1,2,lost_cust
14323,True,1,2,2,lost_cust
18101,True,3,2,1,star_cust
556085,True,1,2,2,lost_cust
15723,True,1,1,1,lost_cust
15402,True,1,2,2,lost_cust
17466,True,3,2,2,star_cust
15539,True,3,1,2,new_cust
12421,False,3,3,2,star_cust
551006,True,1,2,2,lost_cust
14779,True,1,3,1,lost_cust
14158,True,2,1,2,lost_cust
14631,True,2,3,2,problem_cust
14222,True,1,1,2,lost_cust
15918,True,1,2,1,lost_cust
15813,True,1,2,3,lost_cust
16769,True,1,1,2,lost_cust
15894,True,1,2,1,lost_cust
16086,True,1,3,3,lost_cust
14113,True,3,3,3,star_cust
15865,True,2,3,2,problem_cust
16127,True,2,1,2,lost_cust
17642,True,1,2,2,lost_cust
13639,True,1,1,2,lost_cust
12628,False,3,2,2,star_cust
13282,True,3,2,2,star_cust
559497,True,1,2,2,lost_cust
544204,True,1,1,1,lost_cust
13823,True,3,2,2,star_cust
17499,True,1,1,2,lost_cust
12719,False,3,2,2,star_cust
18004,True,1,1,1,lost_cust
12697,False,2,2,2,problem_cust
17514,True,1,1,1,lost_cust
14149,True,1,1,1,lost_cust
14988,True,1,1,2,lost_cust
546650,True,1,1,1,lost_cust
17242,True,1,2,3,lost_cust
14450,True,1,3,2,lost_cust
559039,True,1,2,2,lost_cust
17125,True,2,1,1,lost_cust
15110,True,2,3,2,problem_cust
538884,True,1,1,2,lost_cust
17201,True,1,1,2,lost_cust
18232,True,1,3,2,lost_cust
17869,True,1,3,2,lost_cust
17912,True,1,3,1,lost_cust
13888,True,1,2,2,lost_cust
16043,True,2,3,2,problem_cust
17251,True,1,1,1,lost_cust
13685,True,3,3,3,star_cust
12676,False,2,3,2,problem_cust
553545,True,1,2,2,lost_cust
12379,False,1,2,2,lost_cust
16354,True,1,2,2,lost_cust
14020,True,3,2,2,star_cust
15577,True,1,3,1,lost_cust
14201,True,1,3,2,lost_cust
18106,True,1,1,2,lost_cust
17930,True,2,3,3,problem_cust
13397,True,1,3,3,lost_cust
17631,True,3,3,2,star_cust
16882,True,1,3,2,lost_cust
13402,True,1,2,2,lost_cust
14765,True,2,3,1,problem_cust
16037,True,1,3,2,lost_cust
14014,True,1,1,2,lost_cust
13236,True,2,2,2,problem_cust
17904,True,3,1,1,new_cust
18088,True,1,1,1,lost_cust
16491,True,2,1,2,lost_cust
556087,True,1,2,2,lost_cust
14001,True,2,3,3,problem_cust
17911,True,3,1,2,new_cust
542999,True,1,1,2,lost_cust
13799,True,1,2,2,lost_cust
17988,True,3,3,1,star_cust
18136,True,1,3,2,lost_cust
15414,True,3,3,2,star_cust
13951,True,1,3,2,lost_cust
18160,True,1,2,2,lost_cust
572680,False,2,2,1,problem_cust
539741,True,1,1,2,lost_cust
541584,True,1,1,1,lost_cust
16978,True,1,1,2,lost_cust
16099,True,2,3,2,problem_cust
550213,True,1,2,2,lost_cust
14830,True,2,1,1,lost_cust
17503,True,3,2,2,star_cust
17267,True,1,1,1,lost_cust
18093,True,1,3,3,lost_cust
14966,True,3,1,1,new_cust
12830,True,2,3,3,problem_cust
15985,True,1,2,2,lost_cust
18170,True,2,3,2,problem_cust
12468,False,1,2,2,lost_cust
564184,False,1,2,2,lost_cust
544768,True,1,1,2,lost_cust
16823,True,1,1,2,lost_cust
15315,True,1,2,2,lost_cust
17119,True,3,2,2,star_cust
13539,True,1,2,2,lost_cust
16084,True,1,1,2,lost_cust
14036,True,1,1,2,lost_cust
12638,False,2,1,2,lost_cust
14205,True,3,2,1,star_cust
14931,False,3,3,2,star_cust
16122,True,1,3,2,lost_cust
17398,True,1,3,2,lost_cust
556428,True,1,2,2,lost_cust
13375,True,1,1,2,lost_cust
16914,True,2,1,1,lost_cust
16134,True,3,2,2,star_cust
543450,True,1,1,2,lost_cust
14356,True,1,2,2,lost_cust
17770,True,1,3,3,lost_cust
13023,True,1,2,2,lost_cust
18151,True,1,2,2,lost_cust
16883,True,1,2,1,lost_cust
13518,True,1,1,2,lost_cust
14756,True,3,1,2,new_cust
18104,True,2,1,2,lost_cust
13258,True,3,2,2,star_cust
541506,True,1,1,2,lost_cust
13731,True,1,2,2,lost_cust
551008,True,1,2,2,lost_cust
16232,True,2,3,2,problem_cust
559689,True,1,2,1,lost_cust
12422,False,1,2,2,lost_cust
16345,True,2,1,2,lost_cust
13565,True,3,2,1,star_cust
17924,True,3,3,3,star_cust
14720,True,3,3,2,star_cust
17460,True,1,3,2,lost_cust
15655,True,1,1,2,lost_cust
14867,True,1,3,2,lost_cust
15380,True,3,3,3,star_cust
562936,True,1,2,1,lost_cust
12693,False,1,3,2,lost_cust
15205,True,1,2,2,lost_cust
16311,True,3,2,2,star_cust
16322,True,3,2,1,star_cust
16216,True,1,1,2,lost_cust
15027,True,2,3,2,problem_cust
543899,False,1,1,2,lost_cust
16721,True,1,1,1,lost_cust
12413,False,1,2,2,lost_cust
18150,True,2,3,2,problem_cust
15762,True,1,2,2,lost_cust
13034,True,1,2,2,lost_cust
12739,False,1,1,2,lost_cust
14968,True,2,1,1,lost_cust
C557663,False,,,,
14459,True,1,1,3,lost_cust
16136,True,1,3,2,lost_cust
16887,True,2,1,1,lost_cust
556825,True,1,2,2,lost_cust
13187,True,1,1,1,lost_cust
541495,True,1,1,1,lost_cust
16142,True,1,1,2,lost_cust
12521,False,1,1,2,lost_cust
554546,True,1,2,1,lost_cust
541132,True,1,1,2,lost_cust
12713,False,3,1,2,new_cust
554526,True,1,2,1,lost_cust
18067,True,2,1,2,lost_cust
18123,True,2,2,2,problem_cust
14233,True,2,3,3,problem_cust
558683,True,1,2,1,lost_cust
13878,True,1,1,3,lost_cust
559043,True,1,2,2,lost_cust
12425,False,1,1,2,lost_cust
13496,True,3,2,2,star_cust
16203,True,1,3,2,lost_cust
12458,False,1,2,2,lost_cust
553544,True,1,2,2,lost_cust
16447,True,1,1,1,lost_cust
12435,False,1,2,3,lost_cust
17447,True,2,2,2,problem_cust
15643,True,1,3,2,lost_cust
13388,True,1,1,2,lost_cust
15197,True,3,3,2,star_cust
12624,False,1,2,2,lost_cust
13819,True,1,3,3,lost_cust
16140,True,1,2,2,lost_cust
13950,True,3,3,2,star_cust
17584,True,3,2,3,star_cust
17232,True,3,2,2,new_cust
15646,True,1,3,2,lost_cust
15335,True,1,1,1,lost_cust
13253,True,1,2,2,lost_cust
546651,True,1,1,2,lost_cust
15320,True,2,1,1,lost_cust
552673,True,1,2,1,lost_cust
16116,True,1,1,2,lost_cust
16230,True,1,2,2,lost_cust
551007,True,1,2,2,lost_cust
17146,True,1,3,2,lost_cust
15669,True,2,3,2,problem_cust
16412,True,1,1,1,lost_cust
13753,True,1,1,2,lost_cust
17843,True,1,1,1,lost_cust
17695,True,1,2,2,lost_cust
14101,True,1,3,3,lost_cust
18158,True,3,2,2,star_cust
15103,True,2,2,2,problem_cust
546973,True,1,2,2,lost_cust
16479,True,3,2,1,new_cust
14108,True,2,2,2,problem_cust
558837,True,1,2,2,lost_cust
17193,True,2,3,3,problem_cust
12658,False,3,1,2,new_cust
14778,True,1,2,2,lost_cust
17962,True,1,1,1,lost_cust
16567,True,1,2,2,lost_cust
12694,False,1,2,2,lost_cust
15790,True,3,1,1,new_cust
17637,True,2,2,2,problem_cust
15714,True,3,2,1,star_cust
17362,True,1,2,1,lost_cust
17733,True,2,2,2,problem_cust
12513,False,1,1,2,lost_cust
13963,True,1,3,2,lost_cust
12478,False,3,1,2,new_cust
14937,False,1,3,3,lost_cust
13385,True,1,1,2,lost_cust
14910,True,3,3,2,star_cust
17749,True,1,2,2,lost_cust
15994,True,1,1,2,lost_cust
17708,True,1,2,1,lost_cust
541496,True,1,1,1,lost_cust
16642,True,3,2,2,star_cust
14306,True,2,2,3,problem_cust
542997,True,1,1,1,lost_cust
544208,True,1,1,2,lost_cust
13741,True,1,3,2,lost_cust
560296,True,1,2,2,lost_cust
16513,True,3,3,2,star_cust
13046,True,2,2,2,problem_cust
15081,True,3,3,2,star_cust
547400,True,1,2,2,lost_cust
16164,True,3,3,2,star_cust
546655,True,1,2,1,lost_cust
16389,True,2,3,3,problem_cust
15332,False,1,3,3,lost_cust
12475,False,1,1,2,lost_cust
15492,True,2,2,2,problem_cust
573633,True,2,2,1,problem_cust
539742,True,1,1,1,lost_cust
15014,True,2,2,1,problem_cust
14643,True,1,2,2,lost_cust
546974,True,1,2,1,lost_cust
16603,True,1,2,2,lost_cust
555320,True,1,2,1,lost_cust
12842,True,1,2,3,lost_cust
18033,True,1,1,1,lost_cust
14970,True,1,3,3,lost_cust
15258,True,1,2,2,lost_cust
13914,True,3,2,2,star_cust
544767,True,1,1,1,lost_cust
560777,True,1,2,1,lost_cust
12512,False,1,2,1,lost_cust
16753,True,1,1,1,lost_cust
17891,True,1,1,1,lost_cust
14338,True,1,2,2,lost_cust
16766,True,1,2,3,lost_cust
14013,True,1,3,2,lost_cust
12418,False,1,1,2,lost_cust
17367,True,1,1,1,lost_cust
15408,True,1,1,1,lost_cust
12461,False,1,1,2,lost_cust
16052,True,1,1,2,lost_cust
13487,True,1,2,2,lost_cust
12893,True,2,1,1,lost_cust
13557,True,2,2,2,problem_cust
548168,True,1,2,2,lost_cust
14567,True,1,2,3,lost_cust
15244,True,1,2,2,lost_cust
17557,True,3,3,2,star_cust
14284,True,2,2,2,problem_cust
15971,True,3,3,3,star_cust
17905,True,1,3,2,lost_cust
18072,True,1,1,1,lost_cust
12654,False,3,3,2,star_cust
12479,False,3,1,2,new_cust
12535,False,1,2,2,lost_cust
16357,True,2,3,2,problem_cust
578539,False,3,2,2,new_cust
14047,True,3,3,3,star_cust
12616,False,1,2,2,lost_cust
12982,True,1,1,1,lost_cust
541133,True,1,1,2,lost_cust
13225,True,3,3,3,star_cust
15624,True,1,3,2,lost_cust
12571,False,2,2,2,problem_cust
17370,True,1,3,2,lost_cust
555322,True,1,2,1,lost_cust
18176,True,1,1,2,lost_cust
550212,True,1,2,2,lost_cust
12557,False,3,3,3,star_cust
12967,True,1,2,3,lost_cust
15246,True,1,2,2,lost_cust
13812,False,2,3,2,problem_cust
18009,True,1,1,1,lost_cust
16070,True,3,2,2,star_cust
546654,True,1,2,2,lost_cust
17329,True,3,2,2,star_cust
17523,True,3,3,2,new_cust
16008,True,2,3,2,problem_cust
13560,True,3,1,1,new_cust
17817,True,3,3,2,star_cust
16384,True,1,2,2,lost_cust
16589,True,1,3,2,lost_cust
15677,True,2,1,2,lost_cust
552666,True,1,2,2,lost_cust
17623,True,2,1,2,lost_cust
16943,True,1,3,2,lost_cust
13044,True,1,1,2,lost_cust
12589,False,2,2,2,problem_cust
15318,True,3,1,1,new_cust
16616,True,3,2,2,star_cust
16461,True,1,1,1,lost_cust
13868,True,3,2,3,star_cust
557496,True,1,2,1,lost_cust
14891,True,1,2,2,lost_cust
13955,True,1,2,1,lost_cust
12707,False,1,1,2,lost_cust
17403,True,2,1,1,lost_cust
13800,True,1,1,2,lost_cust
15822,True,3,2,2,star_cust
14272,True,1,2,2,lost_cust
13572,True,1,1,3,lost_cust
555336,True,1,2,1,lost_cust
13732,True,2,1,2,lost_cust
16275,True,1,1,2,lost_cust
17034,True,3,3,2,star_cust
556092,True,1,2,1,lost_cust
15725,True,3,1,2,new_cust
16380,True,1,1,3,lost_cust
549738,False,1,2,3,lost_cust
12374,False,2,1,2,lost_cust
17035,True,1,2,2,lost_cust
14176,True,1,3,2,lost_cust
13170,True,2,1,1,lost_cust
575649,True,2,2,2,problem_cust
13238,True,3,3,2,star_cust
17124,True,1,1,1,lost_cust
17344,True,2,1,1,lost_cust
545024,True,1,1,1,lost_cust
15344,True,3,3,2,star_cust
551423,True,1,2,1,lost_cust
15881,True,1,3,2,lost_cust
16551,True,1,3,2,lost_cust
14557,True,,,,
558874,True,1,2,1,lost_cust
16666,True,3,1,1,new_cust
16120,True,1,3,2,lost_cust
15651,True,2,3,2,problem_cust
12769,False,1,1,3,lost_cust
17899,True,1,1,1,lost_cust
18228,True,1,2,2,lost_cust
18121,True,1,2,2,lost_cust
14439,False,1,1,3,lost_cust
16026,True,2,1,1,lost_cust
18205,True,2,2,2,problem_cust
14539,True,3,2,2,star_cust
16602,True,2,1,2,lost_cust
14973,True,1,3,3,lost_cust
12667,False,1,1,2,lost_cust
15223,True,1,2,2,lost_cust
16356,True,1,3,1,lost_cust
16017,True,2,1,1,lost_cust
13810,False,2,2,2,problem_cust
15018,True,2,3,2,problem_cust
12427,False,3,2,2,star_cust
18200,True,1,1,1,lost_cust
13355,True,1,1,2,lost_cust
557642,True,1,2,1,lost_cust
14497,True,1,1,2,lost_cust
558316,True,1,2,1,lost_cust
12649,False,1,2,2,lost_cust
14023,True,3,2,2,star_cust
17244,True,2,1,2,lost_cust
13784,True,3,3,3,star_cust
539745,True,1,1,1,lost_cust
18173,True,1,3,3,lost_cust
15569,True,1,3,3,lost_cust
15556,True,2,1,1,lost_cust
16968,True,3,2,2,star_cust
15109,True,1,1,2,lost_cust
13934,True,1,1,2,lost_cust
18013,True,1,2,1,lost_cust
13919,False,1,2,1,lost_cust
15091,True,1,1,2,lost_cust
558321,True,1,2,1,lost_cust
13787,True,1,2,1,lost_cust
12510,False,1,2,2,lost_cust
574918,False,2,2,1,problem_cust
13292,True,2,2,2,problem_cust
13000,True,1,2,2,lost_cust
18217,True,2,2,2,problem_cust
12991,True,3,2,2,star_cust
15561,True,3,3,2,star_cust
12390,False,1,1,2,lost_cust
15303,True,1,1,2,lost_cust
556089,True,1,2,1,lost_cust
13116,True,1,1,2,lost_cust
15585,True,1,1,2,lost_cust
16584,True,1,2,2,lost_cust
14265,False,1,2,2,lost_cust
13684,True,1,1,1,lost_cust
16561,True,3,2,2,star_cust
17704,True,1,2,2,lost_cust
16654,True,1,3,2,lost_cust
13816,False,2,2,2,problem_cust
16546,True,,,,
15806,True,2,3,2,problem_cust
18014,True,2,1,1,lost_cust
560290,True,1,2,1,lost_cust
16535,True,3,1,2,new_cust
16488,True,2,3,2,problem_cust
16107,True,3,3,3,star_cust
549537,True,1,2,1,lost_cust
17480,True,1,1,2,lost_cust
555326,True,1,2,1,lost_cust
541879,True,1,1,1,lost_cust
559518,True,1,2,1,lost_cust
12644,False,1,1,2,lost_cust
550203,True,1,2,1,lost_cust
15232,True,1,2,2,lost_cust
16139,True,3,3,2,star_cust
556427,True,1,2,2,lost_cust
16083,True,1,2,3,lost_cust
16413,True,1,1,1,lost_cust
14349,True,3,1,1,new_cust
16185,True,3,2,2,star_cust
15386,True,1,1,2,lost_cust
17972,True,1,1,1,lost_cust
17970,True,1,1,2,lost_cust
14660,True,1,2,1,lost_cust
16682,True,3,3,2,star_cust
14006,True,1,3,2,lost_cust
16529,True,1,1,2,lost_cust
17418,True,2,2,2,problem_cust
18119,True,1,1,1,lost_cust
16613,True,1,1,2,lost_cust
17957,True,1,1,1,lost_cust
12924,True,1,3,2,lost_cust
16113,True,1,1,1,lost_cust
17679,True,2,2,3,problem_cust
17829,False,1,1,2,lost_cust
16601,True,2,1,1,lost_cust
17980,True,1,3,2,lost_cust
14753,True,1,1,2,lost_cust
16966,True,3,3,3,star_cust
13276,True,1,2,2,lost_cust
18008,True,1,3,3,lost_cust
14474,True,2,1,2,lost_cust
17420,True,2,3,2,problem_cust
13035,True,1,2,2,lost_cust
16141,True,1,1,2,lost_cust
14481,True,1,2,2,lost_cust
12631,False,1,1,2,lost_cust
13894,True,2,3,2,problem_cust
13954,True,3,2,2,star_cust
13094,True,3,3,3,star_cust
539245,True,1,1,1,lost_cust
16117,True,1,1,1,lost_cust
12944,True,2,2,2,problem_cust
13865,True,1,3,2,lost_cust
14133,True,1,3,2,lost_cust
15853,True,2,1,1,lost_cust
14647,True,1,1,1,lost_cust
12424,False,1,1,3,lost_cust
15450,True,2,1,2,lost_cust
14813,True,1,2,1,lost_cust
14620,True,1,2,1,lost_cust
14489,True,1,1,2,lost_cust
13918,True,2,2,2,problem_cust
14420,True,1,1,2,lost_cust
17298,True,1,2,2,lost_cust
556516,True,1,2,1,lost_cust
17111,True,2,1,1,lost_cust
12454,False,,,,
13410,True,2,3,2,problem_cust
559801,True,1,2,1,lost_cust
